language,number_occurrences,translations_freq
tbg,82,"{'uviri': 19, 'uvirivano': 9, 'uvirive': 8, 'uvirivata': 7, 'uvirikave': 4, 'memaruve': 2, 'mati': 2, 'vimanta': 2, 'ata': 2, 'vaara': 2, 'vare': 1, 'aantauvahi': 1, 'ninavu': 1, 'utama': 1, 'tauna': 1, 'vaata': 1, 'naavuqi': 1, 'vintema': 1, 'toveqive': 1, 'matira': 1, 'vuitaaraqihairo': 1, 'taviviravano': 1, 'aantauvahive': 1, 'memoranavu': 1, 'variamanta': 1, 'kaqateha': 1, 'rovaro': 1, 'uvirika': 1}"
tbl,18,"{'koyu': 17, 'onuk': 1}"
tbo,18,"{'kiu': 15, 'tapuhi': 1, 'woyahiyahihi': 1, 'widobugeya': 1}"
tby,18,"{'namoro': 16, 'winipaliara': 1, ""yodu-du'uduku"": 1}"
tbz,135,"{'sinɔɔ': 37, 'tinɔ̀tì': 26, 'tɛnɔ̀tɛ̀': 18, 'tinɔ̀tìi': 4, 'tɛ̀ɛ̀': 3, 'sikpɑ̃̀ncɛ́ndéi': 3, 'pùtì': 2, 'fɛtúúfɛ̀': 2, 'nsinɔɔ': 1, 'timɑncòntìi': 1, 'kɔ̀rìní': 1, 'sɛ́tìrì': 1, 'nci': 1, 'mɑfɛ̀': 1, 'sìì': 1, 'nɔɔ': 1, 'nkpɛyɛ': 1, 'dɑ': 1, 'tɛnɔ̀tɑ̀ɑ̀': 1, 'kɛ́tɔní': 1, 'cɔ̀': 1, 'ncúɔ́kɛ́mɛ̀': 1, 'pĩntɛmɛ̀': 1, 'ndihɛì': 1, 'sinɔɔɑ̀': 1}"
tca,18,"{'werigü': 11, 'ngurucugü': 2, 'pixĩgü': 1, 'choxnigüxü̃ne': 1, 'aiexü̃': 1}"
tcc,18,"{'dariidakka': 16, 'diyeanga': 1, 'muyi': 1}"
tcs,42,"{'pizin': 34, 'nugudpizin': 3, 'olkain': 1, 'kudluk': 1, 'teime': 1}"
tcz,66,"{'vachate': 19, 'vacha': 19, 'ganhing': 5, 'bu': 3, 'chunga': 2, 'hiungdimset': 1, 'lhainai': 1, 'namkim-ju': 1, 'muthongten': 1, 'nakiheina': 1, 'kilhaina': 1, 'namkim': 1, 'muthong': 1, 'vatoute': 1, 'nakihetpoi': 1, 'vanlai': 1, 'vachaten': 1}"
tdt,18,"{'manu': 17, 'ema': 1}"
tee,18,"{'tsʼokʼo': 16, 'tsʼoknin': 1, 'tavajin': 1}"
tel,135,"{'పక్షులు': 26, 'పక్షిని': 6, 'గాలిలో': 5, 'పక్షి': 4, 'పక్షుల్ని': 4, 'అడవి': 4, 'ప్రాకు': 3, 'పక్షులను': 3, 'పక్షుల': 3, 'పక్షిలా': 3, 'ఎగిరే': 2, 'భూమిమీద': 2, 'పవిత్రమైన': 2, 'ప్రాణంతో': 2, 'శవాన్ని': 2, 'నిండిపోవాలని': 1, 'జంతువులన్నీ': 1, 'జంతువులన్నింటితోను': 1, 'అర్పించాలను': 1, 'పక్షిరక్తంగాని': 1, 'తినకూడని': 1, 'జంతువులకంటె': 1, 'పక్షినైనా': 1, 'రారా': 1, 'చూచేది': 1, 'పాకే': 1, 'పొడుచుకు': 1, 'బోనులు': 1, 'ఆహారం': 1, 'పక్షిలాగ': 1, 'తినేందుకుగాను': 1, 'అన్నింటినీ': 1, 'ఉచ్చులో': 1, 'కోరుకొంటే': 1, 'గూటికి': 1, 'జరగనున్నది': 1, 'ఎందుకంటావేమో': 1, 'కూలినప్పుడు': 1, 'గూళ్ల': 1, 'గద్దలా': 1, 'వేగంగా': 1, 'పక్షులున్నట్లుగా': 1, 'జంతువులా': 1, 'క్రూర': 1, 'తరిమారు': 1, 'పక్షులన్నీ': 1, 'మాంసం': 1, 'జంతువునుగాని': 1, 'లోబరచుకొని': 1, 'పెరిగాయి': 1, 'పిట్టలాగ': 1, 'గూళ్ళున్నాయి': 1, 'మీరాపక్షుల': 1, 'విగ్రహాలకు': 1, 'రకాల': 1, 'స్థలమైంది': 1}"
tem,18,"{'ɛbȧmp': 16, 'ɛbȧmp-o': 1, 'unɔkɔ': 1}"
teo,18,"{'akweny': 14, 'ikweny': 3, 'yenelaitai': 1}"
ter,18,"{'ôti': 15, 'môko': 1, ""hó'openo"": 1, 'kotirínaneti': 1}"
tfr,18,"{'sënwa': 15, 'dbuk': 1, 'sënwarë': 1, 'usho': 1}"
tgk,18,"{'ҳаво': 4, 'паррандагон': 4, 'мурғони': 2, 'мурғон': 2, 'ҳаворо': 1, 'мургон': 1, 'кароҳатангез': 1, 'мурғоне': 1}"
tgl,135,"{'ibon': 62, 'lumilipad': 49, 'ibong': 13, 'may-pakpak': 7}"
tgp,18,"{'avuavu': 17, 'nikehira': 1}"
tha,18,"{'นก': 15, 'ตัว': 2, 'ชัง': 1}"
thk,18,"{'nyoni': 15, 'cio': 2, 'irî': 1}"
tih,18,"{'susuit': 15, 'kanui': 2, 'ulun': 1}"
tik,18,"{'kyè': 15, 'nyæ̀m': 1, 'wubsi': 1, 'tòn': 1}"
tim,18,"{'lâut': 7, 'togo': 3, 'bâtŋân': 2, 'toŋga': 2, 'ekŋet': 1, 'togom': 1, 'tatmai': 1}"
tir,18,"{'ኣዕዋፍ': 11, 'ንኣዕዋፍ': 3, 'ዘይትበልጹ': 1, 'እንስሳን': 1, 'ኰይና': 1}"
tku,18,"{""spūnī'n"": 18}"
tlb,18,"{'totaleo': 16, 'totaleo-totaleo': 1}"
tlf,18,"{'uun': 9, 'tebe': 3, 'um': 1, 'yagal': 1, 'magaang': 1, 'kelan-temu': 1, 'unan-kalin': 1}"
tlh,135,"{'birds': 84, 'toq': 33, 'winged': 3, 'fowls': 2, 'sparrow': 2, 'fowl': 1, 'snares': 1, 'flying': 1, 'fluttering': 1, 'puv': 1, ""birds'"": 1}"
tna,18,"{""d'ia"": 7, 'janana': 6, 'cuabetsaji': 2, 'se': 1, 'diaji': 1}"
tnn,18,"{'mənɨg': 14, 'koatiwɨg': 1, 'kəmoton': 1}"
tob,135,"{'maỹopi': 60, 'qoỹo': 27, 'maỹo': 11, 'qoỹopi': 10, 'huaỹotac': 5, 'teguesanpi': 5, 'huaỹotacpi': 2, 'ỹanaigui': 2, 'lloxoche': 1, ""qoto'"": 1, 'nagui': 1, 'qoỹopiolec': 1, ""qoỹo'"": 1, 'laue': 1, 'netrelec': 1}"
toc,18,"{'spu̠n': 8, 'spitu': 4, 'pucsnú': 2, 'takosa': 1, 'xtataju̠má̠nalh': 1, 'liucxilhputu': 1}"
toh,18,"{'sinyoni': 17, 'likhabi': 1}"
toj,18,"{'yalchani': 7, 'yalchan': 4, 'jujpi': 2, 'chan': 2, 'huenlexi': 1, 'chante': 1, ""xoch'i"": 1}"
too,18,"{""spūnnu'"": 15, ""lūhua'"": 2, ""spunnu'"": 1}"
top,18,"{'spitu': 16, 'ixpa̱ncán': 1, 'lacli̱cuánit': 1}"
tos,18,"{'spu̱n': 10, 'ca̱u̱ní̱n': 4, 'kosko̱y': 2, 'taxuataanko̱y': 1}"
tpa,2,{'kiu': 2}
tpi,18,"{'pisin': 15, 'flai': 2}"
tpm,135,"{'zimebisa': 60, 'zimebe': 22, 'zimebisi': 4, 'ki': 3, 'nyine': 2, 'chen': 2, 'zuksa': 2, 'bɔɔ': 2, 'za': 2, 'zaalɛ': 1, 'kosa': 1, 'zuugsa': 1, 'kur': 1, 'puuni': 1, 'zime': 1, 'zugsa': 1, 'seli': 1, 'namsa': 1, 'chenani': 1, 'chesi': 1, 'kinkann': 1}"
tpp,18,"{""ts'o'on"": 13, ""tatatanxe'e'an"": 2, 'jatapakxat': 1, ""ts'apulin"": 1, ""jalhila'ts'imputu"": 1}"
tpt,18,"{'tsʼoʼon': 13, 'xatsʼoʼon': 3, 'tachinachilcha': 1, 'tatasuy': 1}"
tpz,18,"{'növan': 17, 'öß': 1}"
tqb,135,"{'wiràmiri': 101, 'uwewe': 4, 'apitaw': 3, 'wanetekwer': 2, ""i'u"": 1, 'petyryk': 1, '6': 1, ""ipuru'u"": 1, 'ràm': 1, ""ma'ea'yr"": 1, 'wiràhu': 1, 'wanaity': 1, 'umàno': 1, 'kàkà': 1, 'ikupe': 1, ""numuàgà'ym"": 1, ""hemiruze'eg"": 1, ""ro'o"": 1}"
trc,18,"{'xtâj': 8, 'va̱j': 4, 'chéé': 2, 'chugua̱nj': 1, 'xtaa': 1, 'yachrúú': 1}"
trn,18,"{'coyriono': 14, 'coyre': 3, 'sórare': 1}"
trq,18,"{'xataj': 12, 'chéj': 3, 'chréj': 1, ""xú'"": 1, 'xucu': 1}"
tsn,18,"{'dinonyane': 12, 'loapi': 4, 'dilo': 1, 'ilwang': 1}"
tso,131,"{'tinyenyana': 41, 'hahaka': 32, 'nyenyana': 27, 'lexi': 7, 'xivumbiwa': 6, 'swivumbiwa': 3, 'timpiko': 3, 'timpapa': 2, 'leswi': 1, 'yin’wana': 1, 'leswaku': 1, 'xinyenyana': 1, 'xin’wana': 1, 'haha': 1}"
tsz,18,"{'kuínichaksï': 4, 'káratichani': 3, 'káratichaksï': 3, 'kuínicha': 2, 'káraticha': 2, 'jukaparhakueska': 1, 'xerekua': 1, 'úkorheasti': 1, 'irekuestia': 1}"
ttc,18,"{""pich'"": 13, 'nkyelipan': 3, 'njax': 1, ""qusquje'"": 1}"
tte,18,"{'man': 9, 'sievaeva': 4, 'sievaeva-keikeile': 2, 'noi': 1, 'sieva-talu': 1, 'towa': 1}"
ttq,23,"{'g̣ədad': 16, 'ig̣ədad': 5}"
tuc,18,"{'taitai': 6, 'man': 6, 'tiroov': 4, 'tirovroov': 2}"
tue,18,"{'minipõná': 8, 'wʉʉrá': 3, 'wʉʉráre': 2, 'minipõnárẽ': 1, 'pesacua': 1, 'wapapacánetõnʉcãã': 1, 'minipõnáye': 1, 'niiĩya': 1}"
tuf,18,"{'ruwásirat': 4, 'tuw̃ro': 3, 'ruwasir': 1, 'chicha': 1, 'wiricás': 1, 'ac': 1, 'ruwásiran': 1, 'ajquitro': 1, 'íw̃otaro': 1, 'quiujacro': 1, 'éctari': 1, 'ectar': 1}"
tui,135,"{'dweere': 53, 'weedwee': 30, 'weere': 28, 'dweeren': 2, 'pudgi': 1, 'sug': 1, 'age': 1, ""nga'"": 1, 'weedween': 1, 'grañ': 1, 'so': 1, 'cwaa': 1, 'jir': 1, 'maga': 1, 'pud': 1, 'dob': 1, 'tawn': 1, 'puë': 1, 'saçy': 1}"
tuk,135,"{'guşlar': 25, 'guş': 13, 'guşlaryň': 12, 'guşlary': 10, 'guşy': 6, 'guşlara': 5, 'guşlaryny': 3, 'çeşme': 2, 'guşlardan': 2, 'şahalarynda': 2, 'guş-gumrulary': 1, 'mallara': 1, 'urkaçy': 1, 'guşlar-da': 1, 'haýwanlar': 1, 'hödürlenilýän': 1, 'haýwanyňkymy': 1, 'aşakdakylar': 1, 'guşuň': 1, 'haýwany': 1, 'halal': 1, 'kowmaga': 1, 'ählisiniň': 1, 'jesetleri': 1, 'soýlardy': 1, 'öwrederler': 1, 'daş-töweregiň': 1, 'akylly': 1, 'oýnaýşyň': 1, 'ganatly': 1, 'guşlaryna': 1, 'serçe': 1, 'ýalňyz': 1, 'serçäniň': 1, 'öýsüz-öwzarsyz': 1, 'bulut': 1, 'gyrgy': 1, 'gökdäki': 1, 'ýuwunsyn': 1, 'pesini': 1, 'başyňdan': 1, 'şöhratyma': 1, 'penasyna': 1}"
tum,18,"{'viyuni': 10, 'tuyuni': 6, 'yyakukhwaŵa': 1, 'vyakutinkhika': 1}"
tuo,18,"{'mirĩcʉ̃a': 13, ""ba'asĩ'rĩrã"": 1, ""wapatiyʉ'rʉnʉ'cã'a"": 1, 'sãñacãrã': 1, ""dojo'o"": 1}"
tur,135,"{'kuş': 21, 'kuşlar': 19, 'kuşları': 15, 'uçan': 10, 'kanatlılardan': 5, 'kuşu': 5, 'kanatlılara': 4, 'kuşların': 4, 'kanatlılar': 3, 'kuşlardan': 3, 'öleni': 3, 'kuşa': 2, 'kuşlarına': 2, 'hayvanlarına': 2, 'dallarına': 2, 'kuşlara': 2, 'tüneyecek': 2, 'kanatlıyı': 1, 'hayatta': 1, 'evcil': 1, 'kara': 1, 'kuşlarla': 1, 'kanatlı': 1, 'yerin': 1, 'başlangıcından': 1, 'sorsan': 1, 'etrafın': 1, 'oynar': 1, 'cesetlerini': 1, 'canlılar': 1, 'uçarcasına': 1, 'köpekleri': 1, 'canavarlarına': 1, 'gömen': 1, 'uçup': 1, 'değerlisiniz': 1, 'gördüm': 1, 'kuşlarınki': 1, 'kuşun': 1}"
twi,135,"{'nnomaa': 45, 'anomaa': 28, 'wiem': 23, 'ntuboa': 12, 'ewiem': 5, 'ntakraboa': 4, 'ɛbɛdi': 2, 'ntu': 1, 'nam': 1, 'ɔkɔdeɛ': 1, 'wɔtu': 1, 'ntokontrama': 1}"
twu,18,"{'manupui': 14, 'fui': 2, 'la': 1, 'manupuia': 1}"
txu,18,"{'àk': 5, 'kỳjrũm': 3, 'kwênh': 3, ""pa'ã"": 1, 'ingrõtmã': 1, 'prĩne': 1, 'apỹnh': 1, 'àkmẽ': 1, 'nhĩmẽ': 1}"
tyv,135,"{'куштар': 15, 'кушту': 9, 'куш': 8, 'куштары': 7, 'куштарын': 6, 'соктап': 6, 'аң-араатанынга': 6, 'чалгынныг': 5, 'куштарны': 4, 'куштарынга': 4, 'куштарның': 4, 'мөчү-сөөгүн': 3, 'бора-хөкпеш': 3, 'куштарының': 2, 'дириг': 2, 'куштуң': 2, 'куштарындан': 2, 'ушкан': 2, 'ужуп': 2, 'аң-меңни': 1, 'эжеш': 1, 'соястаарлар-даа': 1, 'мал-маганны': 1, 'аңнары': 1, 'куштардан': 1, 'куштуң-даа': 1, 'какпа-дузак': 1, 'кушкаш-биле': 1, 'хову-шөлдерде': 1, 'ойлаан': 1, 'бора-хөкпештиң': 1, 'этпе': 1, 'чалгыннарын': 1, 'аң-мең-даа': 1, 'үзе-чаза': 1, 'аңнап': 1, 'кушту-даа': 1, 'төжек': 1, 'кудуку': 1, 'куштары-биле': 1, 'куштарга': 1, 'балыктыындан': 1}"
tzh,18,"{'mutetic': 9, ""ha'mal"": 3, ""biq'uel"": 2, 'xwihlic': 1, 'mutetique': 1, 'sbahe': 1}"
tzj,18,"{""tz'quin"": 11, 'nquerupina': 2, 'chcop': 2, ""xti'ja"": 1, 'jnecjuccuj': 1, 'xquechbal': 1}"
tzo,18,"{'mutetik': 7, 'chvil': 4, 'mutetike': 4, 'mut': 2}"
ubr,42,"{'kiwiu': 35, 'aiyetunai': 2, 'bios': 2, 'ta': 1}"
ubu,18,"{'ongo': 3, 'kerama': 3, 'owa': 2, 'molomba': 1, 'kera': 1, ';': 1, 'wambiye': 1, 'keramando': 1, 'olone': 1}"
udu,18,"{'’dii': 8, 'p̱en': 7, 'p̱eni': 2, 'tonyjeshe/': 1}"
uig,42,"{'учар': 10, 'қанатлар': 9, 'қушлар': 3, 'қушларға': 3, 'қойғидәк': 2, 'қанат': 1, 'йоқатти': 1, 'асидикән': 1, 'қушларму': 1, 'шахлайдуки': 1, 'йәр-беғирлиғучилар': 1, 'угисидур': 1, 'учарқанатлар': 1}"
ukr,135,"{'птаство': 28, 'птаства': 23, 'птах': 12, 'птаха': 11, 'птаством': 7, 'птаству': 7, 'птахи': 7, 'птахів': 5, 'пташка': 4, 'поїсть': 3, 'пташки': 3, 'пташок': 3, 'птахом': 2, 'гнізда': 2, 'пташину': 1, 'зліталося': 1, 'крилатого': 1, 'птиця': 1, 'пастки': 1, 'кубляться': 1, 'замовкне': 1, 'летять': 1, 'птахами': 1, 'хижому': 1, 'птахові': 1, 'пташині': 1, 'варті': 1, 'ненавидних': 1}"
upv,18,"{'numön': 14, 'arow': 2, 'marok-il': 1, 'mesa': 1}"
ura,18,"{'tajaaecuru': 7, 'siriin': 2, 'quiine': 1, 'tajaaelinaacuru': 1, 'rohirihuru': 1, 'netonainte': 1, 'nerotoe': 1, 'amunacaauru': 1, 'quihure': 1}"
urb,18,"{""ma'ewyra"": 11, 'wewe': 2, 'haity': 1, 'mujã': 1, 'rukwer': 1, ""ka'a"": 1, 'rekoha': 1}"
urd,18,"{'परिन्दों': 9, 'परिन्दे': 9}"
urk,18,"{'บูโรก': 16, 'ฌือแนฮ': 1}"
usa,20,"{'numagómá': 4, 'ánáamma': 3, 'ógikaiye': 2, 'numamá': 1, 'amataqá': 1, 'yiwikáqtuwetamanibo': 1, 'numagáráq': 1, 'kémaae': 1, 'oóti': 1, 'máqte-numagoma': 1}"
usp,18,"{'tzˈiquin': 14, 'tirupuptak': 3, 'rilicak': 1}"
uvl,18,{'ngie': 18}
uzb,18,"{'қушлар': 10, 'қушларнинг': 3, 'учиб': 2, 'кузатинглар': 1, 'қушлардан': 1, 'айланди': 1}"
vag,18,{'zumbizi': 17}
ven,18,"{'zwiṋoni': 16, 'tshiṋoni': 1, 'vhengwaho': 1}"
vie,18,"{'chim': 14, 'chóc': 3, 'nấp': 1}"
viv,18,"{'manuga': 13, 'hiyaveyavega-ma': 1, 'uba': 1}"
vmy,18,"{'tutjen': 6, 'tjiunisio': 5, 'tjiunise': 4, 'tjiunike': 2, 'masticha': 1}"
vun,18,"{'shileye': 16, 'shekyekukuruo': 1, 'isuo': 1}"
vut,18,"{'gààì': 16, 'ŋgwàŋgwààb': 1, 'gàìbì': 1}"
waj,18,"{'ngiaammaiya': 3, 'tuma': 2, 'numa': 2, 'nuairaiyauvaa': 1, 'rututuooma': 1, 'nuaikio': 1, 'tuqinneeraivaa': 1, 'yanayapaiyauvaatama': 1, '[': 1, 'piisaiyauvaatama': 1, 'variaavai': 1}"
wal,135,"{'kafo': 16, 'kafoi': 15, 'kafoti': 13, 'kafota': 8, 'kafuwaa': 8, 'biittaara': 5, 'paalliya': 4, 'saluwaa': 3, 'kafotanne': 3, 'kafoikka': 2, 'sa7aara': 2, 'keriyan': 2, 'kafotikka': 2, 'kafiyaa': 2, 'kafotussikka': 2, 'kafotu': 2, 'ankkoti': 1, 'samppaappe': 1, 'gidiyaageeta': 1, 'kuttota': 1, 'oichcha': 1, 'dooddi': 1, 'xinggillee': 1, 'kaa7uutee': 1, 'kafodan': 1, 'kafuwaayyo': 1, 'ekkiyoogaadan': 1, 'paallidi': 1, 'kafotuyyoonne': 1, 'xaagoinne': 1, 'shankkatiyoogaadan': 1, 'do7aanne': 1, 'keexxidi': 1, 'qefe': 1, 'haraphphetudan': 1, 'katti': 1}"
wap,18,"{'kotuꞌuznao': 15, 'kotuꞌuz': 3}"
war,18,"{'katamsihan': 12, 'tamsi': 6}"
way,18,"{'tëpëlamo': 6, 'tëpëlamotom': 5, 'tolopït': 3, 'mëhakom': 1, 'tolopïhtomoja': 1, 'tolopïhtom': 1}"
wbm,135,"{'sim': 114, 'po': 3, 'saik': 2, 'sai': 2, 'klang': 1, 'tut': 1, 'nham': 1, 'sidawng': 1, 'pruik': 1, 'kie': 1, 'u': 1, 'lie': 1}"
wbp,43,"{'jurlpu-kari': 5, 'jayirr-maninjarla': 4, 'jurlpuju': 3, 'pinkirrpa-kurlu': 2, 'jurlpuku': 2, 'warru': 2, 'jurlpungku': 2, 'panu-jarlulku': 2, 'yawu-kari': 1, 'ngujurl-pajirninja-wangurlu': 1, 'jurlpungkulpalu': 1, 'jurlpu-piya': 1, 'kalu': 1, 'pirnkirrpa-kurlu': 1, 'jurlpu': 1, 'kuyu-kari': 1}"
wca,18,"{'katä': 7, 'sapuku': 2, 'kate': 2, 'katäpalo': 2, 'ösö': 1, 'pö': 1, 'salo': 1, 'pasio': 1, 'wasulö': 1}"
wed,2,"{'kiu': 1, 'ragharaghana': 1}"
wer,18,"{'intörö': 6, 'intöröak': 4, 'int': 3, 'neim': 1, 'yesaut': 1, 'imënöröa': 1, 'reraö': 1}"
whk,18,"{'sui': 16, 'madang': 1, 'ilu': 1}"
wiu,18,"{'ini': 7, 'pitoai': 3, 'piatiki': 2, 'note': 2, 'yeneneke': 1, 'yoko': 1}"
wmw,18,"{'nyuni': 12, 'wanyuni': 4, 'wanyamangalo': 1, 'wakukimisa': 1}"
wnc,30,"{'kwaiu': 7, 'kwait': 5, 'kaingane': 2, 'bepmakaing': 1, 'gwenduta': 1, 'kwaitkat': 1, 'inatakan': 1, 'yotna': 1, 'atnaking': 1, 'apu': 1, 'atnapa': 1, 'gatukande': 1, 'kwaikat': 1, 'gwegwen': 1, 'pekingge': 1, 'pedamunggakge': 1}"
wnu,18,"{'morogan': 13, 'morogoan': 1, 'uyemirei': 1, 'gamei': 1, 'wurinousiaur': 1}"
wob,18,"{'nʋʋɩ': 17, 'nʋɩ': 1}"
wol,18,"{'picci': 9, 'picc': 9}"
wos,17,"{'afwi': 11, 'yae': 4, 'lé': 1, 'afwiré': 1}"
wrs,42,"{'tuawava': 6, 'tuawa': 6, 'tuawamba': 4, 'tuawam': 4, 'tuawana': 3, 'tuawaoa': 2, 'manatuawom': 1, 'tatana': 1, 'awowol': 1, 'botmerava': 1, 'ongaongla': 1, 'leumb': 1, 'tatamba': 1, 'lamba': 1, 'holvorombol': 1, 'tatalm': 1, 'wehlawolvna': 1}"
wsk,58,"{'inanganang': 40, 'bengesan': 4, 'geragasan': 3, 'binga': 3, 'taiman': 2, 'awote': 1, 'melmasak': 1, 'taraga': 1, 'bingek': 1, 'ala': 1}"
wuv,18,"{'manufidufidu': 12, 'manufifidau': 5, 'manufidufiduu': 1}"
wwa,18,"{'nɔnɔɔsu': 10, 'su': 3, 'yobirina': 2, 'yaki': 1, 'densu': 1, 'cɛɛ-di': 1}"
xal,18,"{'шовуд': 9, 'нисҗ': 3, 'ниссн': 1, 'эврәннь': 1, 'үнтә': 1, 'шовудын': 1, ']': 1}"
xav,18,"{'sire': 3, ""romnhimiré'é"": 2, 'uprosi': 2, 'hâiwi': 2, ""ĩ̱wa'utu"": 1, 'azawi': 1, 'abaze': 1, ""di'i"": 1, ""ĩsisa'rei"": 1}"
xbi,11,"{'aipm': 5, 'wapm': 1}"
xbr,17,"{'ma-hawurungu': 8, 'dita': 6, 'ma-hawurungu-ka': 1}"
xed,18,"{'ɗyakha': 8, 'zarakha': 4, 'ndaraku': 3, 'zarak': 2}"
xho,135,"{'eziphaphazelayo': 33, 'iintaka': 19, 'intaka': 9, 'neentaka': 9, 'kwezidalwa': 7, 'ezinamaphiko': 6, 'njengentaka': 5, 'kwiintaka': 3, 'ziintaka': 3, 'ephilileyo': 3, 'isidalwa': 3, 'ezintakeni': 2, 'zayidla': 2, 'kwanakwisidalwa': 1, 'lelentaka': 1, 'lentaka': 1, 'nehlambulukileyo': 1, 'enamaphiko': 1, 'nangezidalwa': 1, 'ujikelezwe': 1, 'inyama': 1, 'ngentaka': 1, 'kwanentaka': 1, 'ndinjengentaka': 1, 'unjengentaka': 1, 'nanjengentaka': 1, 'sentaka': 1, 'esinamaphiko': 1, 'njengeentaka': 1, 'bephaphazela': 1, 'iintlobo': 1, 'zanjengezeentaka': 1, 'esidalwa': 1, 'nesidalwa': 1, 'esiphaphazelayo': 1, 'kuneentaka': 1, 'onokonakala': 1, 'nezezinto': 1}"
xla,42,"{'tea': 24, 'teata': 6, 'teatapo': 2, 'yimlala': 1, 'alinepi': 1, 'palawa': 1, 'ale': 1, 'homale': 1}"
xon,18,"{'inyoon': 12, 'laani': 2, 'ŋi': 1, 'baawon': 1}"
xrb,18,"{'kãnsyãm': 14, 'syir': 1, 'trɛresyar': 1, 'kaha': 1}"
xsi,30,"{'sii': 24, 'iruru': 1, 'kambwaŋenzi': 1, 'sipunzi': 1, 'mbatunzi': 1}"
xsm,18,"{'zunə': 16, 'wo-vəəlu': 1, ""d'aanɩ"": 1}"
xsu,18,"{'katä': 10, 'ösö': 2, 'katäpalo': 2, 'pö': 2, 'salo': 1, 'somösöa': 1}"
xtd,18,"{'chilidaa': 9, 'ndava': 6, 'taka‑tɨ': 1, 'kɨt': 1}"
xtm,18,"{'lasaa': 14, 'ti': 2, 'ndava': 1}"
xuo,18,"{'nduyri': 16, 'nduy': 2}"
yaa,18,"{'peyafãfe': 6, 'peyafori': 3, 'ishpifo': 2, 'peyafo': 1, 'ronofoya': 1, 'kĩfikaspakakĩ': 1, 'peyafonãri': 1, 'peyafoya': 1}"
yad,18,"{'nipya̱tavay': 5, 'nipya̱ti̱': 4, 'sa̱tiryo̱': 2, 'vindyamu': 1, 'jiiqui': 1, 'raja̱vye': 1, 'muquiva': 1, 'saviy': 1, 'javityichavay': 1}"
yal,18,"{'xɔline': 14, 'xɔliin': 2, 'konna': 1}"
yam,18,"{'swiŋ': 17, 'swi': 1}"
yan,135,"{'lawani': 50, 'uhu': 26, 'dilawani': 9, 'uhbinina': 7, 'kusma': 7, 'uhubin': 6, 'binina': 3, 'pasnina': 2, 'rumsik': 2, 'nawah': 2, 'wing': 1, 'upam': 1, 'bin': 1, 'yamadahngni': 1, 'awaih': 1, 'waslauwa': 1, 'di-iyang': 1, 'uhuswakat': 1, 'damumukna': 1, 'askat': 1, 'yaklalauwa': 1, 'di': 1, 'ūnina': 1}"
yaq,18,"{'wikitchim': 12, 'wikichim': 2, 'naj': 1, 'masakame': 1, 'jaitawame': 1, 'chaaek': 1}"
yby,18,"{'oseleho': 2, 'nisiki': 2, 'tili': 2, 'namaya': 1, 'aha-namasiya': 1, 'sainahenatipoya': 1, 'vaboma': 1, 'oletehahena': 1, 'oletehasida': 1, 'aha-namasi': 1, 'namahena': 1}"
ycn,18,"{""cupira'aphana"": 3, ""cuphira'apánajlo"": 2, ""rajmílo'otaje"": 2, 'cayuphéruna': 2, ""que'iyapejena"": 2, ""la'añó"": 1, ""rajmílo'oje"": 1, 'péchuruna': 1, 'huayúnajlo': 1}"
yle,18,"{'ńmê': 10, 'ńméni': 2, 'ntee': 1, 'm꞉ii': 1}"
yli,18,"{'suwe': 6, 'larukon': 5, 'waharusareg': 3, 'larukonen': 1, 'pohol': 1, 'hirag': 1}"
yml,18,"{'manuga': 16, 'daledaledi': 1}"
yon,54,"{'on': 20, 'ayari': 13, 'onbed': 3, 'menebe': 3, 'oniib': 2, 'wanmene': 2, 'kiiwiib': 1, 'yingkiyiib': 1, 'ami': 1, 'duknidaniib': 1}"
yor,135,"{'ẹyẹ': 60, 'ẹ̀dá': 32, 'fò': 15, 'abìyẹ́': 14, 'abìyẹ́lápá': 8, 'ń': 2}"
yrb,18,"{'gasirama': 5, 'gasira': 5, 'egina': 2, 'uitebaita': 1, 'gasiranu': 1, 'ibinita': 1}"
yre,18,"{'""lomannun': 15, 'pɔnɛnnun': 1, 'nun': 1}"
yrk,6,"{'сармик”': 5, 'мире”ӈада”': 1}"
yss,18,"{'ap': 16, 'tetan': 1}"
yua,18,"{'chʼíichʼoʼob': 10, 'chʼíichʼoʼoboʼ': 5, 'letiʼobiʼ': 1, 'baʼalcheʼiloʼob': 1, 'máakeʼ': 1}"
yuj,18,"{'ant': 11, 'antao': 4, 'arao': 1, 'fɨramp': 1}"
yut,30,"{'mɨnam': 23, 'yutni': 2, 'mudosot': 1, 'pɨndagakwa': 1, 'bibagap': 1, 'kɨlapyo': 1}"
yuw,18,"{'yup': 8, 'yupho': 4, 'engmuya': 3, 'godibohu': 1, 'goröm': 1}"
yuz,18,"{'sirimñuuja': 4, 'sirimñuja': 3, 'ihuëshëjbëshëu': 3, 'emme': 2, 'pimalidepu': 1, 'atantija': 1, 'lëpshantehueshiu': 1, 'mateli': 1}"
yva,18,"{'insanije': 3, 'waje': 3, 'insani': 3, 'pamo': 2, 'nande': 2, 'kotar': 2, 'manasine': 1, 'anaonae': 1}"
